PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,MATH_CANTIDAD,MATH_CAMBIO_REL,MATH_ESPACIO_FORMA,MATH_DATOS_INCERT,MATH_FORMULACION,MATH_PROCEDIMIENTOS,MATH_INTERPRETACION,MATH_RAZONAMIENTO,MATH_PROMEDIO,MATH_LOGRO
504.45,479.686,463.838,501.629,467.315,461.422,458.094,444.885,468.219,443.683,16.25,1,0,0,1,1,5,2,4,5,1,3,3,,3,1,,4,,1,,,1,1,,1,4,4,4,3,1.0,,1.0,1.0,1.0,,1,1,0,1,1,0,0,2,2,1,509.0986999999999,525.3441999999999,488.8211,491.89459999999997,536.3914,490.87880000000007,455.3106000000001,453.8604,493.949975,1
459.903,424.591,442.093,367.876,397.719,394.304,404.107,430.435,438.869,428.562,16.17,1,0,0,1,1,2,4,4,5,1,4,4,,3,1,3,,,,3,3,3,,4,,3,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,1,2,3,428.42780000000005,424.3705,361.7663,429.01480000000004,398.3807,420.05820000000006,387.29550000000006,392.2342,405.19350000000003,0
272.547,286.975,251.163,317.03,310.405,323.814,307.21,303.383,295.157,259.783,15.75,0,0,0,0,1,10,10,10,10,1,4,4,1,,1,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,1,3,269.9284,312.58199999999994,260.965,312.044,295.3446,274.357,318.0753,329.799,296.63691249999994,0
393.295,418.577,354.432,427.403,410.059,389.227,391.69,391.177,420.969,396.923,15.92,1,0,0,1,2,2,5,3,8,2,2,4,2,,2,,,,,,,,,,,2,2,2,1,1.0,1.0,,,1.0,,1,0,0,0,0,0,0,1,1,2,414.0709,419.7656,439.1764,404.6991,419.9019,407.69489999999996,412.33119999999997,351.4001,408.63001249999996,0
392.755,419.429,357.575,367.789,385.811,352.671,371.277,348.403,395.212,460.027,15.75,1,0,0,0,2,10,6,2,8,1,4,4,1,4,,,,,,,,,,,,4,2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1,1,1,1,360.49440000000004,424.03060000000005,412.7488999999999,363.1249,426.59739999999994,377.41010000000006,383.81039999999996,378.6825,390.8623999999999,0
363.155,353.244,387.572,341.109,387.492,368.421,366.155,349.997,339.948,359.28,16.0,0,0,0,0,0,5,10,0,0,2,,,,,,,,,5,,3,5,3,5,,2,2,3,3,1.0,1.0,1.0,1.0,1.0,,0,0,0,1,1,0,0,1,1,1,384.62570000000005,345.4824,391.7564,417.6726,390.3553,356.4907999999999,401.69570000000004,320.2983,376.04715,0
308.874,241.066,291.816,251.744,276.353,251.152,280.918,237.403,260.555,277.775,15.83,1,1,1,0,1,10,8,4,8,,4,4,,4,1,,,,,,,,,,,2,3,3,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,2,1,2,2,4,288.64209999999997,339.7812,309.01059999999995,231.60260000000002,320.9294,267.1966,286.59350000000006,262.5009,288.2821125,0
409.079,370.074,388.015,379.311,430.488,375.281,386.159,388.036,390.979,385.363,15.58,1,0,0,1,0,10,10,7,8,,3,2,2,2,2,4,,,,4,3,,,4,3,2,2,3,3,,1.0,1.0,1.0,1.0,,1,1,0,1,0,0,0,1,1,1,389.1355,411.08600000000007,423.8088000000001,378.3082,337.7378,377.7806,371.04479999999995,323.51750000000004,376.55240000000003,0
364.287,383.53,319.916,341.739,396.672,366.321,359.452,384.593,397.092,358.378,15.67,0,0,0,1,2,0,5,2,8,,3,3,2,3,2,1,,3,,3,3,,,,3,2,2,2,2,,,,,,,0,0,0,0,0,,,1,1,0,357.246,327.84430000000003,408.1083,358.24639999999994,425.64390000000003,392.5732,380.8155,308.7315,369.9011375,0
251.884,273.033,253.297,321.024,267.959,212.798,196.38,201.853,272.971,269.537,15.58,0,1,1,0,2,10,0,10,10,2,4,4,,4,1,,,1,,2,,,1,,2,1,1,1,1,1.0,,1.0,1.0,1.0,,0,0,0,1,0,0,0,3,3,0,255.9989,258.62080000000003,186.62259999999998,279.50039999999996,236.38730000000004,263.28990000000005,235.6424,282.6982,249.84506249999998,0
431.974,371.851,372.665,409.234,420.177,359.232,385.825,395.518,418.06,407.711,16.08,1,0,0,0,0,9,6,9,9,3,2,3,2,3,,3,,3,4,,4,,4,,,2,2,3,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,0,1,1,2,405.22740000000005,395.6543,372.0550999999999,366.19359999999995,401.1566,374.952,382.6714,357.7463000000001,381.95708750000006,0
496.298,459.224,510.052,464.804,500.937,507.349,484.052,502.044,493.375,525.633,15.5,0,0,0,0,1,2,10,5,7,1,3,3,,3,2,,,,,,,,,,,4,4,4,3,1.0,,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,2,3,2,487.18460000000005,484.39799999999997,507.1564,521.3607,514.1277,478.80690000000004,493.16459999999995,541.7978,503.49958749999996,1
414.408,382.181,389.502,356.343,376.48,381.531,358.598,324.456,378.405,362.117,16.0,1,0,0,1,1,2,10,,10,2,4,4,2,3,,,,,,,,,,,,3,3,3,3,1.0,1.0,1.0,,1.0,1.0,0,0,0,0,0,0,0,1,1,1,408.8406,391.25700000000006,383.5828,380.9661,371.09389999999996,413.05699999999996,360.6768,382.0924,386.445825,0
554.18,465.046,479.459,527.469,475.07,504.314,458.567,498.728,517.697,498.008,16.25,0,0,0,1,0,0,5,0,3,1,3,2,2,,1,3,4,5,,,,5,,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,1,0,3,3,3,478.22350000000006,512.5091,463.81809999999996,547.066,532.7748,481.04730000000006,538.4523999999999,479.60609999999997,504.1871625,1
380.974,415.111,404.383,357.181,414.067,426.939,384.144,435.405,398.209,386.755,15.5,0,0,0,0,0,10,10,0,10,2,1,2,,3,2,,,,,,,,,,,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,2,3,419.8594,379.94250000000005,431.8454999999999,407.1507,412.92429999999996,417.28239999999994,431.3616999999999,442.7213999999999,417.88598749999994,0
361.886,369.602,317.768,350.612,337.415,365.806,332.024,357.955,365.523,317.774,15.42,1,0,1,0,2,10,8,8,10,1,4,3,2,,2,4,,4,3,,,3,,4,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,1,1,2,353.11179999999996,336.8824,379.51589999999993,344.6898,354.2116,336.328,347.78299999999996,345.36929999999995,349.736475,0
409.884,387.531,419.426,409.28,354.235,373.574,335.698,374.674,311.186,369.187,16.25,0,0,0,0,1,1,5,0,2,,3,3,1,2,1,4,5,,5,,,,5,5,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,,1,0,0,1,1,0,1,0,1,2,397.0592,332.92760000000004,411.4772,426.9389,353.138,396.34849999999994,386.71369999999996,387.4384,386.5051875,0
357.958,363.219,325.769,385.226,365.399,393.533,371.228,322.86,380.185,385.061,16.33,0,0,0,0,0,3,8,0,7,1,3,4,,3,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,1,1,351.84880000000004,343.3113,317.01059999999995,330.93780000000004,347.16960000000006,372.719,332.52419999999995,418.79890000000006,351.790025,0
317.168,343.935,351.066,395.718,407.388,396.87,372.958,405.451,353.52,357.055,15.5,1,0,0,1,0,5,6,2,3,,4,3,2,3,2,,,,,,,,,,,3,3,4,4,1.0,1.0,1.0,,1.0,1.0,1,1,1,1,0,0,1,2,2,2,384.67320000000007,381.2884,373.213,354.17390000000006,381.4898,377.21569999999997,375.6607,340.2997,371.0018,0
506.19,505.237,523.377,529.337,498.492,495.66,499.063,527.136,494.349,507.377,16.08,1,0,0,0,0,3,4,0,8,2,2,2,2,,3,3,,,,4,,5,4,5,,3,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,2,2,3,482.56890000000004,555.0135,536.0608,514.5137000000001,545.9661,470.006,546.8596,533.6753,523.0829875,1
317.792,284.317,294.35,292.16,275.692,246.032,262.864,279.93,259.928,248.223,15.42,0,0,0,0,0,0,5,0,2,,2,3,,,2,,,,,,,,,,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,1,274.7512,290.10740000000004,276.6922,272.1571,315.5729,290.7966,298.15310000000005,314.0157,291.530775,0
346.731,360.328,358.26,353.94,355.271,375.816,330.595,351.284,390.476,334.221,15.42,1,0,0,0,2,10,10,2,10,,3,3,3,3,2,,3,,3,3,3,,,3,,3,3,3,3,,,,,,,1,1,1,1,1,1,1,2,2,1,341.99719999999996,365.8135,347.93850000000003,392.73510000000005,442.2521,326.8469,374.1777,354.4274,368.27355000000006,0
323.241,273.335,362.465,380.675,308.525,272.322,307.127,269.506,329.715,313.059,15.58,0,0,0,1,1,0,10,0,7,2,3,2,2,,2,,3,,,,,3,4,2,4,4,3,4,4,1.0,,1.0,1.0,1.0,,1,0,0,1,1,0,0,1,1,0,312.25620000000004,315.83090000000004,376.083,307.8031,247.00449999999995,302.9094999999999,303.87929999999994,333.3897,312.394525,0
514.18,432.461,503.228,458.471,509.412,516.673,468.915,502.332,497.392,400.727,16.17,0,0,0,0,1,6,4,0,6,2,1,3,,3,3,,4,4,4,4,,,4,,,3,2,3,4,,1.0,1.0,1.0,1.0,,0,1,1,1,1,0,0,2,2,2,461.8657,494.83639999999997,384.37859999999995,472.12289999999996,415.8283,486.69800000000004,502.2183,427.37660000000005,455.6656,0
326.316,331.708,283.339,358.072,339.25,359.625,361.266,321.777,353.156,361.14,15.42,1,0,1,0,0,10,8,2,10,1,3,,1,3,1,,,,,,,,,,,4,4,4,2,,1.0,1.0,,1.0,,0,1,1,1,1,0,0,2,2,2,343.7484,361.4568,326.71099999999996,363.41740000000004,366.431,366.99300000000005,366.928,357.8431,356.6910875,0
263.352,333.784,286.719,331.746,250.426,326.677,247.54,328.911,365.186,328.534,15.83,0,0,0,0,0,6,10,0,10,2,3,3,,3,2,5,,,,5,,5,5,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,4,300.138,339.0701,360.00390000000004,295.7257,355.213,322.5154,320.4816,300.7981,324.243225,0
316.639,333.032,269.745,340.992,244.683,294.26,300.581,331.457,290.388,351.563,15.83,0,0,0,1,1,5,10,5,10,1,4,3,,3,2,,5,,,1,1,2,2,,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,1,332.04699999999997,314.2019,309.0634,317.95740000000006,337.7154,320.0099,308.29800000000006,274.3281,314.20263750000004,0
419.314,403.925,441.972,409.764,418.047,463.865,412.238,444.022,453.041,425.106,16.08,1,0,0,0,1,10,6,7,9,,3,2,3,3,2,,5,,,5,,5,5,,5,2,2,3,1,,,,1.0,1.0,1.0,1,1,1,1,1,2,1,3,3,3,465.3402000000001,437.8463,449.23400000000004,471.0593,466.8740000000001,481.69180000000006,419.4088999999999,430.9702000000001,452.80308750000006,0
441.907,339.288,296.023,366.76,423.502,359.095,303.422,371.728,335.069,399.701,16.08,1,0,0,1,0,4,4,0,1,4,1,3,,2,2,,5,4,,4,,,,3,5,3,4,4,2,,,1.0,1.0,1.0,,0,0,0,1,0,0,0,1,1,2,383.5882,325.144,335.68510000000003,340.19699999999995,316.70840000000004,376.24750000000006,342.11019999999996,380.45599999999996,350.01705000000004,0
415.259,449.59,396.864,444.056,404.678,463.182,421.961,413.923,421.486,421.837,15.75,1,0,0,0,1,10,10,4,10,2,3,4,1,,1,5,5,,5,,,,,5,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,2,2,4,426.2835,433.1519,415.3313,462.14480000000003,451.79170000000005,424.9143,423.996,432.11209999999994,433.7157,0
520.532,543.597,471.037,511.236,479.013,521.076,498.129,530.095,532.135,482.64,16.33,0,0,0,0,2,2,2,0,4,2,2,,2,3,2,,4,,4,,,5,5,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,1,0,1,1,2,486.1503000000001,563.0921,439.4351,539.6637000000001,476.9071,495.1299,543.0411,482.86490000000003,503.285525,1
350.368,371.826,418.851,424.828,428.731,412.459,398.89,379.885,402.801,349.935,15.58,0,0,0,0,1,3,8,0,9,2,3,3,2,3,,5,,,5,5,,,,5,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,3,3,1,386.0425,388.81820000000005,395.6165,404.83959999999996,414.7067,399.62690000000003,418.9974,361.78079999999994,396.303575,0
367.522,356.544,341.063,356.349,363.478,306.738,373.284,341.9,359.291,370.351,16.25,0,1,0,0,0,10,10,8,10,,3,4,1,3,2,5,,,5,5,,5,5,,,3,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,1,2,330.5055,312.52459999999996,353.1576,393.80879999999996,374.28599999999994,326.7641,331.5925,306.8362000000001,341.18441249999995,0
286.982,368.134,384.751,344.497,384.372,376.483,413.727,392.001,332.49,356.962,16.33,1,0,0,1,1,10,10,10,10,1,3,3,2,3,,,,,4,4,,,4,4,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,1,1,1,345.0619,347.29169999999993,296.14580000000007,397.79310000000004,300.26329999999996,384.57579999999996,370.1724,333.2277,346.8164625,0
368.567,378.781,320.952,346.817,333.05,242.607,331.658,391.823,326.012,284.057,15.75,1,0,0,0,0,2,2,2,2,2,,3,3,3,2,,3,,3,,3,,,3,3,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,1,2,309.1692,331.699,315.7849,273.25789999999995,358.77689999999996,307.9176,296.5558,340.1451,316.6633,0
348.836,361.301,298.966,364.967,307.146,358.765,343.769,311.395,282.939,377.813,16.33,0,0,0,1,2,0,4,3,7,2,3,,1,3,1,,2,3,,,1,,,4,1,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,2,0,2,3,3,369.03779999999995,313.93929999999995,318.4456,311.1360000000001,314.21809999999994,390.7111,321.1293,274.1885,326.6007125,0
311.196,335.477,347.356,373.777,318.757,300.488,320.917,318.57,331.921,346.327,16.0,0,1,0,0,1,0,10,0,10,2,3,3,,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,317.471,293.2849,289.92299999999994,341.91319999999996,306.1203,303.2927000000001,306.8583,257.99979999999994,302.1079,0
401.17,416.941,380.272,355.456,335.372,356.513,380.07,395.107,444.988,379.883,15.92,1,0,0,1,0,10,9,5,2,2,1,3,,2,2,4,,4,,5,3,5,,,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,,0,0,0,1,0,0,0,1,1,1,380.8703,376.32800000000003,414.63739999999996,363.92639999999994,384.25539999999995,381.62399999999997,369.80639999999994,383.57849999999996,381.87829999999997,0
244.803,305.992,256.714,223.333,323.167,288.032,320.497,298.792,323.449,230.15,15.58,1,1,0,1,1,10,10,10,10,3,,2,3,3,3,4,4,,,4,4,,,4,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,0,0,1,2,286.79150000000004,280.9494,278.46320000000003,270.1277,350.50210000000004,300.3027,268.9775,291.57849999999996,290.961575,0
305.495,343.137,304.532,334.035,328.425,386.261,322.965,313.367,326.742,352.915,16.08,0,0,0,0,2,6,10,0,10,1,4,,1,4,1,,,,4,,4,4,4,,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,0,3,3,0,335.92690000000005,332.36490000000003,348.9107,342.25300000000004,306.7718,369.09369999999996,348.0772,368.8550000000001,344.03165,0
342.795,333.663,348.544,371.476,341.031,387.524,355.42,369.031,299.252,312.207,15.42,0,1,0,0,1,7,10,0,10,3,2,3,,3,3,5,,2,,,,2,,5,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,2,1,1,349.53650000000005,329.8048,338.46680000000003,373.8736,363.88620000000003,298.9112999999999,338.2282,282.4343,334.39271249999996,0
326.029,395.36,290.246,270.983,322.483,355.405,323.895,337.529,351.663,329.273,16.08,0,0,0,0,2,4,4,5,5,2,3,3,2,,2,,5,5,,,,5,,5,5,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,1,1,1,0,2,3,1,312.6084,352.1371,334.6941,315.97119999999995,309.42969999999997,327.825,363.3038,380.97360000000003,337.1178625,0
325.363,359.03,329.312,376.632,285.036,282.413,312.989,355.863,256.195,304.764,16.0,0,0,1,0,1,1,8,2,4,4,3,3,,3,4,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0,0,1,,1,339.3225,335.541,332.1391,313.51429999999993,323.39840000000004,297.9097,281.6022,294.33720000000005,314.72054999999995,0
603.198,607.78,500.604,532.769,518.268,608.432,598.149,541.913,515.171,533.506,15.5,0,0,0,0,0,3,3,0,8,2,,3,3,3,3,,5,,,,4,5,5,,5,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,0,540.4495,571.6217,538.1384,544.3576999999999,608.3047,552.7218,553.4861,536.6043000000001,555.710525,1
467.398,441.022,490.272,485.355,478.363,480.292,476.681,457.695,512.422,433.551,15.83,0,0,0,0,0,2,8,4,9,2,2,3,2,,2,3,1,,,,2,,3,,4,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,2,463.20619999999997,436.9576,438.98049999999995,455.35380000000004,492.7987,467.1656,461.0673,438.581,456.7638375,0
385.857,424.795,344.94,386.235,380.779,426.336,426.105,400.891,388.906,380.237,15.5,0,0,0,1,1,4,7,1,5,2,,3,,3,2,,5,,5,5,5,,,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,,0,0,0,1,0,1,0,1,1,1,434.1468,378.03589999999997,425.2803,393.1180999999999,356.83419999999995,369.25550000000004,462.49719999999996,373.0585,399.02831249999997,0
392.9,396.627,419.309,372.69,357.325,393.022,359.102,343.797,350.04,383.236,15.83,1,0,0,0,0,2,10,10,10,1,3,4,1,3,,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,1,363.64219999999995,403.79879999999997,365.6781,391.0115,359.28959999999995,379.1146,392.90790000000004,367.8973,377.9175,0
456.465,447.68,417.114,438.431,482.202,477.28,455.609,470.031,443.478,382.661,15.75,1,0,0,0,2,6,10,0,5,2,3,,2,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1,1,0,1,1,1,2,1,2,1,452.3389,473.06269999999995,448.7975,446.01020000000005,446.582,461.40869999999995,442.97860000000003,390.9516,445.26627499999995,0
250.356,359.783,302.5,254.365,266.406,279.275,358.616,269.35,306.492,289.669,16.0,0,0,0,0,0,6,8,1,1,4,4,4,4,4,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,1,2,1,2,290.3577,282.71999999999997,291.95029999999997,284.94210000000004,312.3452,321.14149999999995,278.80620000000005,290.6234,294.1108,0
366.631,334.35,369.277,405.048,384.524,366.869,354.177,378.932,344.085,344.076,15.42,0,0,0,1,2,10,4,4,9,1,,3,1,2,1,,5,3,,,1,2,2,,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,,1,1,0,0,1,1,0,2,2,1,372.7356,355.78010000000006,369.45099999999996,381.3636,397.39899999999994,373.61479999999995,362.2282,330.9023000000001,367.934325,0
247.868,277.214,285.787,301.044,255.064,246.862,291.783,246.618,266.013,304.579,15.5,0,0,0,0,1,10,9,10,7,3,2,3,3,,3,2,,,5,,5,5,,5,,4,4,4,4,1.0,,,1.0,1.0,,1,0,1,0,0,0,1,1,1,1,225.6153,264.27570000000003,268.5455,266.91120000000006,281.906,279.56,251.21570000000003,227.7325,258.2202375,0
311.778,370.635,330.586,346.645,354.026,357.082,352.843,322.855,291.268,349.627,15.75,0,0,0,0,1,2,10,0,10,2,,2,2,3,2,4,,4,,4,,,5,4,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,1,0,1,1,1,371.0268,389.36780000000005,338.1474,381.2708,356.3109,358.5018,395.8642,309.7593,362.53112500000003,0
328.082,276.2,296.62,297.925,277.325,307.274,307.478,362.028,309.111,342.39,15.42,0,0,0,0,0,2,5,3,5,3,1,,2,2,3,5,,5,5,,,5,,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,1,2,316.15950000000004,259.73030000000006,311.33209999999997,351.6135,281.0823,294.56809999999996,339.948,384.9452,317.42237500000005,0
358.676,347.978,395.032,342.963,321.898,323.409,322.812,392.689,319.567,347.372,15.58,0,1,,0,0,10,6,4,8,4,2,2,4,3,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1,1,0,0,0,0,0,1,1,1,329.681,339.2233,300.3168,301.0884,333.7182,369.6111,312.9498,322.63800000000003,326.153325,0
304.741,384.325,295.897,317.735,308.418,270.21,283.774,319.891,255.711,303.925,15.5,0,0,0,1,2,10,10,0,8,,4,3,1,4,1,,5,4,5,,,,5,,5,3,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,1,0,2,2,2,253.579,308.51480000000004,306.2099,293.04699999999997,262.01300000000003,282.9416,317.42690000000005,312.37050000000005,292.01283750000005,0
458.961,476.416,489.102,472.01,531.75,466.3,499.692,470.421,501.671,462.797,16.25,1,0,0,0,1,10,10,10,10,4,3,2,3,2,,2,5,5,3,,,,,,4,2,3,2,2,,,1.0,1.0,1.0,,0,1,1,1,1,0,0,1,1,3,454.4401,520.1793,522.2434999999999,453.54280000000006,544.7207000000001,474.5849999999999,412.7638999999999,452.49120000000005,479.3708125,0
548.842,513.227,511.833,512.784,468.569,459.928,520.722,519.577,495.415,519.969,15.42,1,0,0,0,0,0,0,0,0,2,1,3,,3,3,3,,,,,,1,1,2,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,2,3,2,2,3,485.476,555.2935999999999,486.9829,546.6123,551.7243,523.4773000000001,511.6806,506.61889999999994,520.9832375,1
450.643,481.252,414.931,435.272,418.475,466.599,428.888,455.878,433.166,439.869,15.67,0,0,0,0,1,2,8,0,9,2,,2,2,3,2,5,,,5,4,,5,5,,,3,3,3,3,1.0,,1.0,,1.0,1.0,0,1,1,1,1,2,0,1,1,3,448.4245000000001,403.82669999999996,432.55859999999996,445.0937,406.3764,454.81810000000013,436.74629999999996,373.6765,425.1901,0
334.132,351.854,322.905,348.71,312.093,323.79,303.467,329.761,366.27,383.238,15.58,1,0,0,1,0,5,5,4,4,3,3,4,2,4,,,1,,3,3,4,,5,,,1,1,1,1,1.0,1.0,,,,1.0,0,1,1,1,1,0,0,1,1,0,349.18719999999996,259.1726,320.28589999999997,328.70680000000004,353.3933,358.3963,321.0458,331.8438,327.7539625,0
493.573,499.403,504.126,481.326,480.585,468.294,496.639,502.075,501.423,543.923,15.92,1,0,0,0,2,6,5,0,0,4,1,,3,3,4,,1,1,,1,1,,,4,,4,4,4,4,,1.0,1.0,,1.0,,1,1,1,1,1,2,0,3,3,3,514.2488,490.23879999999997,469.1692,512.7185,472.26989999999995,519.1906999999999,488.7853,495.4584,495.25995,1
384.113,312.217,357.593,382.718,386.138,381.11,417.577,382.038,352.932,366.909,16.25,1,0,0,0,1,10,10,10,10,1,4,4,2,3,,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,1,0,1,0,361.00789999999995,354.5883,342.60300000000007,419.2844,360.5122,355.5096,373.0701,320.4089,360.87305,0
378.186,352.923,398.975,356.441,343.213,365.2,305.632,340.08,313.936,318.348,16.33,1,0,1,1,2,3,1,0,0,1,2,3,,3,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,0,1,1,0,353.20500000000004,358.2751,355.48280000000005,357.055,384.32640000000004,335.72919999999993,338.5993,388.97390000000007,358.9558375,0
389.214,448.789,407.818,373.805,377.405,392.554,390.655,407.492,415.551,377.379,15.67,0,0,0,0,1,2,5,2,9,2,2,2,2,2,,,,,3,1,,3,,4,1,4,4,4,4,,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,1,0,1,3,393.13710000000003,357.9498,421.1878,397.21799999999996,356.80060000000003,410.0553,402.79439999999994,389.7251,391.10851249999996,0
317.1,281.645,327.57,233.97,324.32,324.224,341.759,240.236,299.815,294.345,15.42,1,0,1,0,1,8,10,6,7,,4,3,2,4,2,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,0,1,3,287.31050000000005,303.1911,297.58700000000005,302.69280000000003,307.4399,275.1335,298.6739,303.15070000000003,296.897425,0
480.297,523.08,499.61,471.162,468.982,494.272,517.976,469.531,507.438,472.761,15.67,0,0,0,0,0,5,5,0,4,,3,3,2,3,2,,,,,,,,,,,3,3,3,3,1.0,,1.0,1.0,1.0,,1,1,1,1,1,1,0,3,3,2,487.67060000000004,480.9616,487.4171,461.25139999999993,494.7990999999999,504.9334,469.8378000000001,445.82489999999996,479.0869875,0
268.099,375.557,306.232,288.756,291.732,306.604,347.375,319.12,381.647,308.877,16.0,1,0,1,1,1,10,10,2,5,,3,3,4,3,1,,1,,5,4,,,4,,4,2,3,2,2,,,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,0,1,1,329.0979000000001,339.98519999999996,298.31370000000004,300.5542,300.50249999999994,305.76950000000005,343.0607,276.14219999999995,311.67823749999997,0
490.147,497.261,508.787,549.22,490.99,515.585,509.522,519.989,530.774,475.791,16.33,1,0,0,0,2,8,5,6,6,2,3,2,,3,2,4,,3,,,,4,3,,4,2,2,2,2,1.0,,,,,,1,1,1,1,1,1,0,3,3,2,460.46279999999996,495.94780000000003,572.9864000000001,523.4249,469.6184,495.6834,510.2294,606.8880999999999,516.9051499999999,1
340.133,305.969,294.311,348.405,339.176,265.85,345.8,295.251,367.938,342.806,15.58,1,1,1,0,0,10,10,8,4,4,3,4,2,,1,2,2,,2,,,2,,,2,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,296.8819,287.3819,338.28889999999996,344.61890000000005,358.4085,293.6982,314.7833,310.0539,318.0144375,0
340.824,341.187,330.907,316.196,363.553,351.656,376.228,299.473,339.722,357.852,16.0,0,0,0,0,0,2,10,,8,2,3,3,,2,2,,,,,,,,,,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,0,1,1,3,302.1071,356.2698,357.4552,362.9818,318.99510000000004,326.1368,343.5422,341.76110000000006,338.65613750000006,0
